Onderwerp,Toelichting,Kenmerk
"[abonnement] Geen facturen zichtbaar in dossier KLT-109662, terwijl abonnementsfacturen zijn aangemaakt.","Probleembeschrijving: Bij KLT-109662 vinden we geen facturen terug in het dossier hoewel dat bij andere klanten het geval is. Er zijn nochtans abonnementsfacturen aangemaakt. Kan u nakijken waarom dit foutloopt? Alvast bedankt Tarcis Ghyselen Aanvullende details: - Kun je bevestigen of de abonnementsfacturen correct zijn aangemaakt en zichtbaar in andere delen van het systeem? - ja - Zijn er specifieke stappen die je hebt doorlopen om de facturen te zoeken binnen het dossier? - ja - Is dit probleem alleen bij KLT-109662, of speelt dit ook bij andere klanten? - Alleen deze is gekend",ERP
Instellen van een filter voor medewerkers op basis van kennisniveau in workflow.,"Probleembeschrijving: Hi Fleur, Zoals besproken in de Firstclass meeting zou ik een incident insturen. Ik ben bezig om een workflow te bouwen voor consultatiemeldingen te registreren. Wanneer iemand deze workflow aanmaakt, zal er een medewerker gekozen moeten worden om de consultatie te beantwoorden. Ik heb nu een vrijveld aangemaakt met een tabelkoppeling naar de medewerkertabel. Is het mogelijk om alleen voor deze pagina een filter in te stellen? Ik zou graag willen dat je alleen medewerkers met een bepaalde kennisniveau (medewerkers met een titel zoals, AA, RA etc.) kunt selecteren. In de meest ideale situatie zou ik zelfs willen dat bij een fiscaal vraagstuk het alleen mogelijk is om fiscalisten te selecteren, en met een accountancy vraagstuk alleen medewerkers van de samenstel afdeling. Het filter mag wel alleen op deze plek actief zijn en niet op andere pagina's waar deze tabel wordt gebruikt. Het gaat om het type dossieritem 117 (Meldingtool) en dan de workflow consultatiemelding. De pagina is https://66541.afasinsite.nl/aanmaken-meldingtool/aanmaken-consultatiemelding Aanvullende details: - Kun je aangeven of er al een filter is ingesteld en wat deze precies doet? - Nee momenteel niet - Welke criteria gebruik je om medewerkers te onderscheiden op basis van kennisniveau (bijvoorbeeld specifieke velden in de medewerkertabel)? - Specifiek veld op de medewerker - Zijn er voorbeelden van hoe het onderscheid tussen fiscale vraagstukken en accountancyvraagstukken wordt gemaakt binnen de workflow? - Ja door een vrijveld met een tabel er achter",Algemeen
Foutmelding bij genereren signaal abonnement: Subscription X is not linked with BasicContact Y,"Probleembeschrijving: Fout bij Signaal. Bij een signaal wordt foutmelding gegenereerd, echter is dit Abonnement correct. Wel wordt er gebruik gemaakt van een Factuur naar afwijkende verkooprelatie, maar daar zou het signaal geen foutmelding op mogen geven. Aanvullende details: - Kun je precies aangeven welke foutmelding je ontvangt en in welke context deze verschijnt? - Bij aanmaken signaal. Handmatig signaal genereren geeft de melding niet, maar hij komt elke dag naar voren bij de meldingen - Kun je beschrijven welke stappen je hebt doorlopen voordat de foutmelding verscheen? - Abonnement nagekeken, lijkt correct - Speelt dit probleem bij meerdere signalen of alleen bij deze specifieke situatie? - Andere signalen van dit type gaan wel goed.",Algemeen
[Pocket] Een of enkele gebruikers ontvangen de activatiemail van AFAS Pocket niet,"Probleembeschrijving: Beste, Martijn van Dam (personeelsnummer 21225 bij Smits Isolatieglas b.v.) ontvangt geen e-mail voor de AFAS pocket app. Waarschijnlijk heeft dit ermee te maken dat hij eerst een contract had bij Smits Gemert b.v. en later opnieuw is opgevoerd bij Smits isolatieglas b.v. Het versturen van een nieuwe login werkt niet, hij ontvangt geen e-mail op zijn privé emailadres msvandam@outlook.com. Onze consultant heeft ook de gebruikersgroepen opnieuw ingesteld, maar het probleem is nog niet opgelost. Kunnen jullie dit oplossen zodat Martijn kan inloggen op zijn AFAS pocket? Vriendelijk bedankt. Mvg, Marleen Theunissen Aanvullende details: - Kun je bevestigen of het e-mailadres correct is ingevoerd in de gebruikersinstellingen? - ja - Is gecontroleerd of de e-mail in de spammap terecht is gekomen? - ja - Kun je aangeven of er foutmeldingen verschijnen bij het versturen van de login? - nvt (er komt geen e-mail).",Algemeen
E-facturen boeken met 1 regel en bedrag zonder BTW in AFAS.,"Probleembeschrijving: Goedemiddag, Wij boeken onze inkoopfacturen via scan & herken. Boeken van PDF facturen is duidelijk. Alleen het boeken van e-facturen (nog niet). We werken niet met verplichtingen of ontvangsten. Bijvoorbeeld als we een inkoopfactuur (UBL) van Albert Heijn ontvangen. Bij e-factuur verwerken laat AFAS alle regels zien (het zijn boodschappen, dus dat kunnen we wel 75+ regels zijn met de verschillende artikelen die op de factuur staan. Is het mogelijk om al deze regels te verwijderen en 1 regel te maken met 1 bedrag? BTW moet niet worden meegenomen = 0 Geen aanvullende vragen gesteld.",ERP
[Adreswijziging] Adres wijziging geeft foutmelding: Kan de waarde van de parameter niet opslaan. Zowel de toepassing als het dienstverband is niet gevuld,"Probleembeschrijving: Bij het aanmaken van een adresverhuizing krijgen we foutmeldingen die ik niet kan oplossen. In de wachtrij melding wordt verwezen naar velden welk ik niet kan vinden in het profiel. In de help vind ik informatie over aanpassen van het LC op medewerker niveau, dit is echter geen oplossing voor het collectief. Niet alle adreswijzigingen blijven hangen er zijn er ook die wel doorgaan. Aanvullende details: - Kun je precies aangeven welke foutmelding er wordt weergegeven? - Status wachtrij Kan de waarde van de parameter niet opslaan. Zowel de toepassing als het dienstverband is niet gevuld. Het is verplicht om een toepassing of een dienstverband te kiezen. Vul de toepassing of selecteer een dienstverband. - Welke stappen doorloop je bij het aanmaken van de adresverhuizing, en kun je een overzicht geven of schermafbeeldingen toevoegen van deze stappen? - Openen de ess functionaliteit voor vastleggen van adresmutatie. - Speelt dit probleem alleen bij specifieke medewerkers of adressen, zo ja, om wie gaat het dan precies? - Lijkt me melding voor medewerkers met dubbele dienstverbanden, maar speelt bij ook bij medewerkers met maar 1 dienstverband.",HRM
[Werkgeversverklaring] Salarisgegevens van dienstverband 1 worden getoond bij aanvraag voor dienstverband 2.,Probleembeschrijving: Werkgeversverklaring per dienstverband. We hebben een aanvraag werkgeversverklaring gemaakt. De medewerker moet via InSite de werkgeversverklaring aanvragen en moet daarbij aangeven voor welk dienstverband hij/zij die aanvraag. Als de medewerker die aanvraagt voor dienstverband 2 dan worden daar de salarisgegevens getoond van dienstverband 1. Hoe zorgen we ervoor dat als de gegevens bij het juiste dienstverband worden getoond op de werkgeversverklaring Aanvullende details: - Kun je aangeven of dit probleem zich voordoet bij alle medewerkers of slechts bij specifieke medewerkers? - bij alle medewerkers - Kun je beschrijven welke stappen je precies volgt bij het aanvragen van de werkgeversverklaring? - de looncomponet gecheckt of deze per dienstverband berekend moet worden - Kun je controleren of de instellingen van de werkgeversverklaring correct zijn geconfigureerd voor meerdere dienstverbanden? - ja,HRM
"Fout bij verzenden van BTW aangifte: ""Er is een fout opgetreden bij het verzenden en ontvangen van de berichten.""","Probleembeschrijving: BTW aangifte geeft bij status aan 'Fout bij verzenden' heb communicatie profiel gecheckt, maar kom niks geks tegen. Description.....: [MESSAGE]: Er is een fout opgetreden bij het verzenden en ontvangen van de berichten. Ga naar help.afas.nl en zoek op de melding voor meer informatie. Type............: Afas.Profit.MessageException HResult.........: -2146233088 (0x80131500) Source..........: System.Private.CoreLib TargetSite......: Void Throw() DeclaringType...: System.Runtime.ExceptionServices.ExceptionDispatchInfo, System.Private.CoreLib ProductVersion..: 8.0.15+50c4cb9fc31c47f03eac865d7bc518af173b74b7 Aanvullende details: - Kun je precies aangeven welke foutmelding er wordt weergegeven? - zie beschrijving bovenstaande - Heb je gecontroleerd of de instellingen van het communicatieprofiel correct zijn? - Heb ik gecontroleerd en kom niks geks tegen. - Is er recent iets gewijzigd in de instellingen of infrastructuur die invloed kan hebben op de verzending? - niet zover ik weet",ERP
[Pocket] Geen koppeling beschikbaar in AFAS Pocket voor 2-factor authenticatie.,"Probleembeschrijving: Mijn werknemer die kan nu zijn AFAS pocket goed gebruiken. Alles werkt. Echter probeert hij nu in te loggen op de computer en dan als de computer vraagt om een 2 factor authenticatie dan opent hij de App en krijgt hij geen melding. Als hij dan rechtsbovenin de app op het schild klikt dan staat er onder dat er 'geen koppeling' beschikbaar is. Hoe kan dit en hoe los ik dit op? Aanvullende details: - Kun je aangeven of de werknemer eerder wel succesvol de 2-factor authenticatie via de app heeft gebruikt? - De 2-factor authenticatie niet, maar de pocket app wel. - Is de app eerder gekoppeld geweest aan de 2-factor authenticatie? - Als het goed is wel. - Kun je beschrijven of de werknemer eerder wijzigingen heeft aangebracht aan de app of de gekoppelde account? - De werknemer heeft geen wijzigingen aan gebracht behalve dat hij van wat ik heb begrepen vaker de app verwijderd heeft.",Algemeen
"[Flex] [periodeverloning | item kostensoort | verlonen] Kostensoort voor OV-kosten wordt toch naar Payroll gestuurd ondanks vinkje ""Verl."" niet aangevinkt.","Probleembeschrijving: In AFAS hebben wij een kostensoort aangemaakt voor het vergoeden van OV kosten. Standaard hebben wij deze staan dat wanneer er kosten op deze item worden geschreven deze worden uitbetaald aan de medewerker en worden gefactureerd richting de klant en hier is daarom ook een integratie met payroll voor aangemaakt. Laatst hadden wij alleen een medewerker die een zakelijke kaart van de NS heeft en dus geen integratie met Payroll hoef te hebben. Wij hebben daarom bij zijn plaatsing in de loonafspraak geen vinkje gezet bij ""Verl."" bij die kostensoort. Wij dachten dat hierdoor deze niet meer bij accorderen voor Payroll terecht komt en dus ook niet uitbetaald zou worden. Nu zie ik dat de ingediende kosten van deze medewerker wel bij accorderen voor Payroll terecht komt. Werkt dit vinkje ""Verl."" anders dan wij denken of is dit een fout binnen AFAS? Alvast bedankt, Gr, Rik van de Lagemaat Aanvullende details: - Kun je bevestigen of de kostensoort correct is ingesteld in Profit en of deze specifiek gekoppeld is aan Payroll? - Ja - Is er een specifieke gebruikerscode van de medewerker beschikbaar die we kunnen gebruiken om dit te onderzoeken? - 1000123 - Kun je aangeven welke stappen exact zijn doorlopen bij het indienen en accorderen van de kosten, inclusief eventuele schermen waar wijzigingen zijn aangebracht? - Medewerker heeft via insite bij uren boeken de kostensoort geselecteerd, een bijlage toegevoegd en de kosten van de treinreis toegevoegd.",Algemeen
Niet-benutte zelfstandigenaftrek uit voorgaande jaren wordt niet benut in aangifte 2024.,"Probleembeschrijving: Er is sprake van niet-benutte zelfstandigenaftrek uit voorgaande jaren. Maar deze wordt niet benut in de aangifte 2024, terwijl daar wel de ruimte voor is. In de aangifte 2023 was dit ook mogelijk, en in die aangifte is dit automatisch toegepast. Aanvullende details: - Over welk specifiek bedrag aan niet-benutte zelfstandigenaftrek gaat het? - het totaal van de niet-benutte zelfstandigenaftrek bedraagt € 19.182. - Kun je bevestigen dat de diagnose van de aangifte 2024 is bijgevoegd in de zip-bestanden? - diagnose is bijgevoegd. - Zijn er wijzigingen geweest in de persoonlijke of fiscale situatie tussen 2023 en 2024 die dit kunnen beïnvloeden? - nee",ERP
"Analyse toont geen mutaties, terwijl deze wel aanwezig zijn bij het artikel.",Probleembeschrijving: Op verzoek van mijn collega Lambert Brouwers schiet ik een incident in. Hierover heeft hij reeds contact gehad met Dennis van Woensel. In de bijlage tref je de reeds gevoerde correspondentie. Aanvullende details: - Kun je aangeven wat het probleem precies is? - Analyse (LAMBERT_Mutaties tbv confrontatieverschillen) lijkt niet mutaties weer te geven - Welke stappen hebben jullie al ondernomen om dit op te lossen? - de gegevensverzameling bekeken die gebruikt wordt voor de analyse. - Wat is de gewenste situatie die je wilt bereiken met betrekking tot dit incident? - Verklaring wat de reden is waarom er mutaties lijken te missen die wel voorkomen bij het tabblad mutaties bij het desbetreffende artikel.,ERP
"Foutmelding ALG0001 bij registratie deponering in Handelsregister, contact KvK voor vragen.","Probleembeschrijving: ALG0001: Tijdens de registratie van uw deponering in het Handelsregister is iets mis gegaan. Neem bij vragen contact op met de Kamer van Koophandel: www.kvk.nl/contact kvkNummer:64014525, datum:2025-04-28, kenmerk:-3fbd3d47:1964d15b3be:61e9 Klant boekjaar 01-07-2023 t/m 30-06-2024: publicatiestukken Klant boekjaar 01-07-2024 t/m 31-12-2024: publicatiestukken Beiden ingestuurd. Korte boekjaar wel geaccepteerd. Gebroken boekjaar niet. (kvk 64014525) Bij een andere klant precies hetzelfde. (kvk 05086704) Bij weer een andere klant beiden wel geaccepteerd. (kvk 62626841) KvK verwijst naar softwareleverancier. Aanvullende details: - Kun je precies aangeven welke stappen zijn doorlopen bij het insturen van de publicatiestukken? - Communicatieconnector ingevuld. Via koppeling Caseware ingestuurd en via AFAS geaccordeerd. - Zijn er verschillen in instellingen of gegevens tussen de klanten waarbij dit probleem wel en niet optreedt? - Nee. - Heb je al contact gehad met KvK over mogelijke oorzaken vanuit hun kant, ondanks dat zij naar ons verwijzen? - Zij verwijzen naar softwareleverancier. Ze geven aan dat beiden hetzelfde boekjaar 2024 hebben. Maar, hebben geen antwoord op de vraag waarom eentje wel is geaccepteerd.",Algemeen
[Betalingscockpit] Medewerker is niet meegenomen in het betaalbestand,"Probleembeschrijving: Goedemorgen, Bij de laatste controle van de accountant (jaarrekening) is gebleken dat er van een medewerker nog een netto te betalen salaris open staat. Bij medewerker 3851 A Jacobs is er in de maand augustus 2024 een terugwerkende kracht uitbetaling van uren geweest. Hiervan is netjes een salarisstrook gemaakt. Echter we kunnen deze betaling niet terugvinden op de betaallijst van augustus 2024. Ook niet in de betalingscockpit bij het verwerkte betaalbestand. In de loon journaalpost (op medewerker niveau bekeken) komt deze betaling wel voor. Ook hebben we geconstateerd dat deze medewerker niet geblokkeerd is voor betalingen. Kortom, we staan voor een raadsel. Kunnen jullie misschien spreekwoordelijk licht schijnen op deze situatie. Met vriendelijke groet, André Hertogh Aanvullende details: - Kun je bevestigen of de terugwerkende kracht uitbetaling van uren correct is opgenomen in de loonberekening? - Ja - Is er een verschil te zien tussen de loonberekening en de daadwerkelijke betaalgegevens? - Ja - Kun je een schermafbeelding of export van de loon journaalpost en de betalingscockpit toevoegen? - Loonjournaal[post zit hierbij, betalingscockpit niet want daar komt de mw niet voor",HRM
"Uitbetaling IKB werkt niet bij invoeren opdracht in AFAS, geen foutmelding zichtbaar.","Probleembeschrijving: Beste mensen, Per januari zijn wij overgegaan naar AFAS. Onze consultant heeft een inrichting/knop bij Mijn InSite voor uitbetaling IKB gedaan (maandelijks volledige saldo uitbetalen) die niet werkt. Je kan een opdracht invoeren met start en einddatum maar de uitbetaling wordt niet uitgevoerd. Kan u ons helpen het werkend te maken? Alvast dank. Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt bij het invoeren van de opdracht? - Alle velden gevuld die nodig zijn, Saldoberekening, Aanmaken - Sinds wanneer speelt dit probleem en heeft het ooit gewerkt zoals verwacht? - We komen er nu achter dat het niet werkt, collega's die er gebruik van hebben gemaakt hebben dit niet eerder gemeld. - Is er een specifieke foutmelding of waarschuwing zichtbaar in AFAS Profit tijdens het proces? - Nee, ook niet in de Payroll Auditor",HRM
"[PCC] Opslaan in Profit lukt niet op Apple, terwijl het op Windows wel werkt.","Probleembeschrijving: Het opslaan in Profit lukt wel met Windows, maar niet met Apple. Klopt dat? Bij windows: Aanpassen van documenten in Insite doe je dit met ""potloodje""/ wijzigen/met kruisje rechtsboven sluiten en dan slaat ie op in Profit. Bij Apple is er geen kruisje rechtsboven en kan dus niet opslaan in Profit. Klopt dit? Hebben jullie hier een oplossing voor zodat de mensen die Apple hebben ook in Insite kunnen werken. Aanvullende details: - Kun je aangeven welke browser je gebruikt op de Apple-apparaten? - Google Chrome - Heb je al geprobeerd een andere browser te gebruiken op Apple? - Ons is adviseerd om juist Google Chrome te gebruiken. - Kun je een schermafbeelding toevoegen van het scherm op Apple waar het probleem zich voordoet? - Ja, zie bijlage",HRM
Aantal regels/deelnemers tonen op rapport deelnemers per evenement,Rapport heet Presentielijst Zomerschool Oosterhout Nummertje per detailregel óf totaalaantal in de kop,Algemeen
[consultancymodus][Verwerkingscode]Vakantietoeslag op aparte loonstrook,"Probleembeschrijving: Bij Brabant Sport wil ik graag de vakantietoeslag via een aparte loonstrook. Hiervoor heb ik de inrichting gevolgd volgens het HELP-artikel: https://help.afas.nl/help/NL/SE/Hrm_WgImpl_HoliDy_FAQ_Slip.htm Echter moet de verwerkingscode bij het salarisverwerkingsplan nog worden toegevoegd, de code bestaat nog niet. Dit lukt volgens het artikel alleen met een consultancymodus. Willen jullie mij hiervoor terugbellen? Ik ben a.s. vrijdag en maandag niet bereikbaar. Geen aanvullende vragen gesteld.",HRM
[HRM] Aanpassen van kostenplaatscode in Profit zonder verlies van historie.,"Probleembeschrijving: Ik wil graag weten of het mogelijk is de code bij een kostenplaats aan te passen. Dus niet de omschrijving maar echt de benaming van de kostenplaats zelf. Wij hebben bijvoorbeeld de kostenplaats F/0010, is het mogelijk F/0010 aan te passen naar iets anders zonder verlies van historie. Zelf zie ik die mogelijkheid niet, eventueel is er mogelijk een oplossing via jullie of een consultant. Dit omdat wij voor ons nieuwe ERP de benamingen van kostenplaatsen willen aanpassen. Aanvullende details: - Kun je bevestigen of je specifiek vraagt naar een oplossing binnen Profit of een andere module? - Binnen Profit - Wil je dat de historie van transacties en gegevens gekoppeld aan de kostenplaats behouden blijft na de wijziging? - Ja - Heb je al geprobeerd om de benaming aan te passen via de instellingen van de kostenplaats? - Ja",ERP
SEPA-generatie mislukt ondanks het volgen van instructies en video's.,Probleembeschrijving: ik krijg met geen mogelijkheid de sepa gegenereerd Aanvullende details: - Kun je aangeven welke stappen je precies doorloopt om de SEPA te genereren? - alle fimpjes bekeken en daar naar gehandeld - Sinds wanneer ervaar je dit probleem? - vandaag - Heeft het genereren van de SEPA eerder gewerkt? - heeft de vorige keer Sjoerd gedaan en ik dacht het te kunnen volgen maar niet dus,ERP
[azure | ClientSecretCredential authentication failed | secret key | MUBL] Afas kan geen e-mails verwerken,"Probleembeschrijving: Er worden geen mails ingelezen door Afas. Bij het verwerken van de berichten krijgen we een foutmelding, zie bijlage. Aanvullende details: - Kun je precies aangeven welke foutmelding je krijgt? - Nee, zie bijlage. - Sinds wanneer speelt dit probleem? - Onbekend, in ieder geval sinds enkele dagen. - Hebben de e-mails eerder wel goed gewerkt en is er iets veranderd in de instellingen of infrastructuur? - Ja, werkte perfect",Algemeen
"[Rapport I Identifcatie] BTW-nummer verschijnt niet op termijnfactuur, terwijl het correct is ingevuld.",Probleembeschrijving: BTW nummer van 1 administratie komt niet op de (termijn) factuur terecht. Bij de (termijn) facturen uit andere administraties is het BTW nummer wel ingevuld. Wij gebruiken het zelfde rapport voor alle administraties. BTW nummer is bij de betreffende administratie wel ingevuld bij Financieel->beheer->Instellingen administratie->BTW Aanvullende details: - Kun je aangeven of het BTW-nummer correct is ingevuld in de administratie-instellingen? - Ja dat is gedaan. Alleen bij algemeen->administratie->beheer->instellingen kunnen wij geen BTW veld vinden - Welke stappen doorloop je precies bij het genereren van de factuur? - Project->facturen-> en dan een nieuwe de factuur afdrukken of mailen. - Is er een verschil in instellingen tussen deze administratie en de andere administraties waar het wel werkt? - Zo ver wij kunnen vergelijken is alles bij elke administratie het zelfde ingevuld (alleen afwijkende BTW nummers uiteraard),Algemeen
[integratiesoort] Geen integratiesoort gevonden voor verkoopfacturen Ordermanagement bij specifieke klanten.,"Probleembeschrijving: Collega van mij kan bij sommige klanten geen verkooporder inzetten, krijgt dan melding op scherm geen integratiesoort gevonden voor verkoopfacturen Ordermanagement. Dit terwijl ik en andere collegas dit wel kunnen bij die klant. Hoe kan ik dit aanpassen? Aanvullende details: - Kun je aangeven bij welke specifieke klanten dit probleem zich voordoet? - Snackworld Kerkdriel klantnummer 10747 Kraay Zuilichem klantnummer 10511 - Welke stappen doorloopt je collega precies voordat de melding verschijnt? - Bij aanmaken nieuwe order - Heeft je collega dezelfde rechten en instellingen als jij en de andere collega's? - Ja",ERP
[inrichting] cafetaria plan,"Probleembeschrijving: Is er een template voor de cafetariaregel. De bedoeling is dat de medewerker een deel van zijn vakantiegeld inhoudt, om het vervolgens netto uitgekeerd te krijgen. Is hiervoor een template beschikbaar die ik kan kopiëren? Geen aanvullende vragen gesteld.",HRM
[Connector] Contractwijziging in AFAS blokkeert planning in Tamigo tot ingangsdatum nieuw contract.,Probleembeschrijving: Als wij een contractwijziging in Afas doorvoeren ontstaat er een probleem binnen ons tijdregistratiesysteem van Tamigo. De planning binnen Tamigo is dan geblokkeerd tot het moment van ingaan van het nieuwe contract. Dit is voor onze transportplanners niet handig en enorm lastig. Vraag is nu dan ook of wij dit binnen Afas op een andere wijze kenbaar kunnen maken waarbij de einddatum niet zorgt voor de eerder genoemde blokkade. Aanvullende details: - Kun je precies aangeven welke stappen jullie doorlopen bij het wijzigen van een contract in AFAS? - n.v.t. - Speelt dit probleem bij alle medewerkers of slechts enkele specifieke gevallen? - Uitsluitend in gevallen waarbij sprake is van een contractwijziging - Wat is de gewenste situatie voor hoe de einddatum verwerkt moet worden in Tamigo via AFAS? - Zoals hierboven omschreven,HRM
"Bankrekening NL65INGB0101047630 kan niet toegevoegd worden aan organisatienummer 1000881, omdat het al bestaat.","Probleembeschrijving: Bij organisatienummer 1000881 Bomax BV wil ik een bankrekening toevoegen. Profit geeft echter aan dat dit bankrekeningnummer al bestaat bij deze organisatie. Het betreft het volgende rekeningnummer: NL65INGB0101047630. NB dit is wel een bankrekeningnummer dat ook bestaat bij een andere organisatie (1000882 Inkooptotaal BV) Aanvullende details: - Kun je bevestigen of het bankrekeningnummer daadwerkelijk al gekoppeld is aan organisatienummer 1000881 in Profit? - Nee, hij staat wel bij de incassomachtigingen als genoemd bankrekeningnummer. Deze machtiging heb ik zojuist laten vervallen. - Heb je geprobeerd te controleren via de juiste instellingen of het nummer als gedeelde bankrekening gebruikt kan worden? - Geen idee wat hier bedoelt wordt. - Zou je kunnen aangeven welke stappen je uitvoert bij het toevoegen van dit rekeningnummer, zodat we deze situatie precies kunnen naspelen? - CRM > Organisatie/personen > Openen organisatie > Bankrekening > Nieuwe toevoegen.",Algemeen
Afwezigheid op 5 mei in AFAS Insite/Pocket app zonder feestdagstatus.,"Probleembeschrijving: Goedemiddag, Een aantal van onze medewerkers is naar ons toegekomen dat zij maandag 5 mei afwezig staan in AFAS Insite/Pocket app. Echter is maandag volgens onze CAO geen vrije dag. Ik heb zojuist gekeken naar bij wie het allemaal goed staat en bij wie niet, maar het lijkt erop dat alle mensen die dit jaar in AFAS zijn gezet wel op afwezig staan en de mensen die in 2024 erin zijn gezet niet. Echter weet ik het niet zeker en kan ik verder ook geen verschil vinden in de instellingen. Zouden jullie hier eens naar kunnen kijken? Groet, Lydia Aanvullende details: - Kun je aangeven welk verlof- of afwezigheidstype hier is gekoppeld, en zo mogelijk het stamnummer van dit type erbij vermelden? - Onbekend, want moet juist geen feestdag of iets aan gekoppeld zijn - Zijn er instellingen aanwezig bij medewerkers of groepen die alleen effect hebben op medewerkers toegevoegd in 2023? - Nee zover ik weet niet - Kun je controleren wanneer dit probleem zich begon voor te doen en of dit samenvalt met een specifieke actie of wijziging in AFAS? - Sinds een paar dagen krijgen we er vragen over en het enige wat ik kan bedenken is dat het dit jaar Lustrumjaar is",HRM
[best practice] [Autorisatie] Verschil tussen rechten op tabblad en rechten op acties in autorisaties.,Probleembeschrijving: Autorisaties - Wat is het verschil tussen rechten op tabblad en rechten op acties. Geen aanvullende vragen gesteld.,ERP
[Licenties] Licenties van abonnement verlagen voor Insite gebruikers en andere gebruikers.,"Probleembeschrijving: Hallo, ik zou graag de licenties van het abonnement willen verlagen. Kunnen jullie mij hierbij helpen? Ik ben bereikbaar op 06-40663422. Aanvullende details: - Kun je aangeven om welke specifieke licenties het gaat die je wilt verlagen? - Insite gebruikers en andere gebruikers die niet relevant zijn. - Wil je ook doorgeven hoeveel licenties er precies verwijderd moeten worden of wat de gewenste nieuwe aantallen zijn? - Graag meekijken naar de mogelijkheden",ERP
[Profiel] Verplichte velden instellen in workflows voor verlofaanvragen en aankopen verlofuren.,"Probleembeschrijving: Wij willen bij bepaalde workflows velden verplicht stellen, maar ik krijg niet gevonden hoe ik dat moet doen in de workflow of op een andere plek in Profit. We willen verplichte velden bij aanvraag aankoop verlofuren en aanvragen verlof. Ik heb gekeken op AFAS-help en vind: https://help.afas.nl/help/NL/SE/App_FldSet_Required.htm?query=verplicht%20veld Helaas helpt dit mij niet, aangezien het een voorbeeld is van iets dat wij niet gebruiken. Overige helpartikelen over workflows inrichten/wijzigen etc. geven hier geen info over. Enige plek waar ik een veld kan verplichten in de workflow is bij een vervolgactie, zie knipsel. Ik zie vast iets over het hoofd, maar ben nu al een half uur bezig en kan niet het juiste vinden. Graag hulp. Alvast bedankt. Aanvullende details: - Kun je aangeven welke velden je precies verplicht wilt stellen? - Opmerkingenveld bij aanvragen van (regulier) verlof en aankopen verlofuren - Heb je al geprobeerd om de instellingen van de workflow te bekijken waar je de velden wilt verplichten? - Ik heb zoveel geprobeerd, geen idee of ik dit al geprobeerd heb. - Kun je een voorbeeld geven van hoe je verwacht dat de workflow werkt na het verplicht stellen van de velden? - Bij verlofaanvraag moet de werknemer verplicht het opmerkingen veld invullen, zodat de ontvangen de reden ziet.",HRM
"Bijlage tonen toont alleen laatst toegevoegde bijlage, niet meerdere opties.","Probleembeschrijving: Beste Dennis, In de bijlage een afbeelding van een crediteurenkaart. De factuur is ingeboekt via de workflow ""met inkoop"", daarna is er een bijlage (dossieritem) aan de factuur toegevoegd. Wat blijkt als je nu via profit, keuze ""bijlage tonen"" gebruikt, wordt de laatst toegevoegde bijlage getoond en je krijgt niet de optie dat je meerdere bijlages kan openen. De factuur kan dan wel weer geopend worden via dossier. Om de betalingen te autoriseren via betaalvoorstel krijg je dan ook niet de factuur naar voren, dus alleen de laatstbijgevoegde bijlage. De directie kan de factuur niet inzien via deze wijze. Is dit op een andere wijze op te lossen? zouden we dit aankomende dinsdag ook op de agenda kunnen plaatsen? Tevens nog een vraag over de tegel ""Kantoorartikelen"", ik kan hier geen afbeelding in plaatsen..... gr. Ingrid Aanvullende details: - Kun je bevestigen of de situatie waarbij alleen de laatst toegevoegde bijlage wordt getoond altijd optreedt, of slechts sporadisch? - nvt - Wat is precies het gewenste gedrag dat je verwacht bij het tonen van meerdere bijlagen via keuze 'bijlage tonen'? - dat er gekozen kan worden voor welke bijlage je zou willen openen - Is er een specifieke foutmelding wanneer geprobeerd wordt om andere documenten te openen in deze workflow? - nvt",ERP
[bijlage opleiding type dossieritem -82] Bijlagen van dossieritemtype -82 zijn niet zichtbaar in Profit.,"Probleembeschrijving: Bij dossieritemtype -82 zijn de bijlagen in dossieritems niet zichtbaar in Profit, en bevat weergaven-kolom Bijlage nooit de waarde J. Dossieritemtype -82 is 'Opleiding medewerker (Profit)'. Een voorbeeld is dossierID 366698. Via Insite is zichtbaar dat dit dossieritem een bijlage bevatten, maar bij openen in Profit blijkt tabblad Bijlagen leeg, en een pagina-weergave met filtering Bijlage=J levert geen dossieritems van dit type op. Aanvullende details: - Kun je bevestigen of dit probleem zich voordoet bij alle dossieritems van type -82 of alleen bij specifieke items? - Dit doet zich voor bij alle dossiesitems van type -82. - Sinds wanneer speelt dit probleem? - Dat weten we niet. Al sinds we Profit gebruiken, denken we. - Zijn er recente wijzigingen doorgevoerd in de instellingen van Profit of Insite? - Nee.",Algemeen
"[Cursus] Annuleren van inschrijving voor zelfstudie onboarden, is dit mogelijk?","Probleembeschrijving: Ik heb op inschrijven geklikt voor de zelfstudie van het onboarden maar wil deze graag annuleren, is dit nog mogelijk? Geen aanvullende vragen gesteld.",Algemeen
